Model,Manufacturer,Architecture,Foundry,ReleaseDate,TransistorCount_B,TDP_W,ProcessSize_nm,DieSize_mm2,TFLOPS,MemoryBandwidth_GBs,BaseClock_MHz,BoostClock_MHz,TransistorDensity_M_mm2,MemorySize_GB,MemoryType,ShadingUnits
R200,ATI,Rage 7,TSMC,2002-02-04,0.06,23,150,120.0,,8.0,250.0,250.0,0.5,0.064,DDR,
RV250,ATI,Rage 7,TSMC,2002-07-01,0.036,28,150,97.0,,6.4,250.0,250.0,0.37110000000000004,0.064,DDR,
RV250,ATI,Rage 7,TSMC,2002-07-01,0.036,28,150,97.0,,6.4,250.0,250.0,0.37110000000000004,0.064,DDR,
RV250,ATI,Rage 7,TSMC,2002-07-18,0.036,28,150,97.0,,8.8,275.0,275.0,0.37110000000000004,0.128,DDR,
R300,ATI,R300,TSMC,2002-10-01,0.11,,150,215.0,,8.64,275.0,275.0,0.5116,0.128,DDR,
R300,ATI,R300,TSMC,2002-08-19,0.11,37,150,215.0,,17.28,275.0,275.0,0.5116,0.128,DDR,
R300,ATI,R300,TSMC,2002-08-19,0.11,,150,215.0,,19.84,325.0,325.0,0.5116,0.128,DDR,
R300,ATI,R300,TSMC,2002-08-19,0.11,,150,215.0,,19.84,325.0,325.0,0.5116,0.128,DDR,
RS100,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,160.0,160.0,0.411,,System Shared,
RS100,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,160.0,160.0,0.411,,System Shared,
RS200,ATI,Rage 6,,2002-05-01,0.03,,180,73.0,,,183.0,183.0,0.411,,System Shared,
RS200,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,183.0,183.0,0.411,,System Shared,
RS200,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,183.0,183.0,0.411,,System Shared,
RS200,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,183.0,183.0,0.411,,System Shared,
RS200,ATI,Rage 6,,2002-10-05,0.03,,180,73.0,,,183.0,183.0,0.411,,System Shared,
Condor,Matrox,G400,UMC,2002-06-19,0.01,,180,,,2.656,125.0,125.0,,0.032,DDR,
Condor,Matrox,G400,UMC,2002-06-19,0.01,,180,,,2.656,125.0,125.0,,0.032,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2004-03-30,0.08,,150,174.0,,19.2,250.0,250.0,0.4598,0.128,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2004-03-30,0.08,,150,174.0,,20.8,250.0,250.0,0.4598,0.25,DDR,
NV44,NVIDIA,Curie,TSMC,2005-04-04,0.075,,110,110.0,,4.256,350.0,350.0,0.6818,0.25,DDR2,
NV34,NVIDIA,Rankine,TSMC,2003-03-06,0.045,,150,124.0,,2.656,200.0,200.0,0.3629,0.064,DDR,
NV18C,NVIDIA,Celsius,TSMC,2003-03-06,0.029,,150,65.0,,6.4,250.0,250.0,0.4462,0.128,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-17,0.045,,150,124.0,,2.656,250.0,250.0,0.3629,0.128,DDR,
NV34B,NVIDIA,Rankine,TSMC,2003-03-06,0.045,,150,91.0,,6.4,250.0,250.0,0.4945,0.25,DDR,
NV34B,NVIDIA,Rankine,TSMC,2003-03-06,0.045,,150,91.0,,3.2,250.0,250.0,0.4945,0.128,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-06,0.045,,150,124.0,,10.4,325.0,325.0,0.3629,0.128,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-06,0.045,,150,124.0,,10.4,325.0,325.0,0.3629,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-06,0.08,37,130,121.0,,8.0,325.0,325.0,0.6612,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-17,0.08,,130,121.0,,12.8,400.0,400.0,0.6612,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-17,0.08,,130,121.0,,6.4,235.0,235.0,0.6612,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-17,0.08,,130,121.0,,6.4,235.0,235.0,0.6612,0.064,DDR,
NV36B,NVIDIA,Rankine,TSMC,2003-10-23,0.082,25,130,133.0,,8.0,425.0,425.0,0.6165,0.128,DDR,
NV36S,NVIDIA,Rankine,TSMC,2003-08-18,0.082,25,130,133.0,,8.0,425.0,425.0,0.6165,0.128,DDR,
NV36B,NVIDIA,Rankine,TSMC,2003-10-23,0.082,46,130,133.0,,14.5,475.0,475.0,0.6165,0.128,GDDR2,
NV30,NVIDIA,Rankine,TSMC,2003-03-06,0.125,44,130,199.0,,12.8,400.0,400.0,0.6281,0.128,GDDR2,
NV30,NVIDIA,Rankine,TSMC,2003-03-06,0.125,,130,199.0,,16.0,500.0,500.0,0.6281,0.128,GDDR2,
NV35,NVIDIA,Rankine,TSMC,2003-05-12,0.135,,130,207.0,,27.2,400.0,400.0,0.6522,0.128,DDR,
NV35,NVIDIA,Rankine,TSMC,2003-10-23,0.135,59,130,207.0,,27.2,450.0,450.0,0.6522,0.25,DDR,
NV35,NVIDIA,Rankine,TSMC,2003-05-12,0.135,35,130,207.0,,22.4,400.0,400.0,0.6522,0.128,DDR,
NV35,NVIDIA,Rankine,TSMC,2003-05-12,0.135,,130,207.0,,22.4,325.0,325.0,0.6522,0.128,DDR,
NV38,NVIDIA,Rankine,TSMC,2003-10-23,0.135,74,130,207.0,,30.4,475.0,475.0,0.6522,0.25,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,3.2,200.0,200.0,0.3629,0.032,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,6.4,200.0,200.0,0.3629,0.032,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,3.2,200.0,200.0,0.3629,0.032,DDR,
NV34B,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,91.0,,8.0,250.0,250.0,0.4945,0.064,DDR,
NV34B,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,91.0,,3.2,200.0,200.0,0.4945,0.032,DDR,
NV34B,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,91.0,,8.0,250.0,250.0,0.4945,0.064,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,8.0,250.0,250.0,0.3629,0.064,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,8.0,275.0,275.0,0.3629,0.064,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-03-01,0.045,,150,124.0,,8.8,275.0,275.0,0.3629,0.064,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-01,0.08,,130,121.0,,8.0,275.0,275.0,0.6612,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-03-01,0.08,,130,121.0,,9.44,325.0,325.0,0.6612,0.128,DDR,
NV35,NVIDIA,Rankine,TSMC,2003-03-17,0.135,,130,207.0,,17.6,350.0,350.0,0.6522,0.128,DDR,
NV18,NVIDIA,Celsius,TSMC,2003-12-14,0.029,,150,65.0,,2.656,250.0,250.0,0.4462,0.128,DDR,
NV18C,NVIDIA,Celsius,TSMC,2003-12-14,0.029,,150,65.0,,2.656,250.0,250.0,0.4462,0.128,DDR,
NV18C,NVIDIA,Celsius,TSMC,2003-12-14,0.029,,150,65.0,,2.656,250.0,250.0,0.4462,0.128,DDR,
NV28,NVIDIA,Kelvin,TSMC,2003-03-15,0.063,,150,142.0,,10.4,300.0,300.0,0.4437,0.128,DDR,
NV28,NVIDIA,Kelvin,TSMC,2003-02-16,0.063,,150,142.0,,8.8,275.0,275.0,0.4437,0.128,DDR,
NV30,NVIDIA,Rankine,TSMC,2003-01-21,0.125,,130,199.0,,9.6,300.0,300.0,0.6281,0.128,DDR2,
NV30,NVIDIA,Rankine,TSMC,2003-01-21,0.125,,130,199.0,,12.8,400.0,400.0,0.6281,0.128,DDR2,
NV35,NVIDIA,Rankine,TSMC,2003-07-22,0.135,,130,207.0,,27.2,400.0,400.0,0.6522,0.25,DDR,
NV35,NVIDIA,Rankine,TSMC,2003-07-22,0.135,,130,207.0,,27.2,400.0,400.0,0.6522,0.25,DDR,
NV34,NVIDIA,Rankine,TSMC,2003-05-21,0.045,,150,124.0,,7.68,270.0,270.0,0.3629,0.128,DDR,
NV31,NVIDIA,Rankine,TSMC,2003-06-25,0.08,,130,121.0,,9.44,295.0,295.0,0.6612,0.128,DDR,
C51,NVIDIA,Curie,,2003-12-22,,11,90,,,,425.0,425.0,,,System Shared,
NV34B,NVIDIA,Rankine,TSMC,2003-10-28,0.045,13,150,91.0,,4.0,275.0,275.0,0.4945,0.064,DDR,
NV17,NVIDIA,Celsius,TSMC,2003-12-22,0.029,10,150,65.0,,5.312,250.0,250.0,0.4462,0.064,DDR,
NV17,NVIDIA,Celsius,TSMC,2003-12-22,0.029,10,150,65.0,,5.312,250.0,250.0,0.4462,0.064,DDR,
NV17,NVIDIA,Celsius,TSMC,2003-12-22,0.029,11,150,65.0,,8.0,250.0,250.0,0.4462,0.064,DDR,
NV28,NVIDIA,Kelvin,TSMC,2003-06-05,0.063,,150,142.0,,7.136,199.0,199.0,0.4437,0.064,DDR,
Montara,Intel,Generation 2.0,Intel,2003-12-03,,,130,,,,200.0,266.0,,,System Shared,
Montara,Intel,Generation 2.0,Intel,2003-12-03,,,130,,,,200.0,266.0,,,System Shared,
RV250,ATI,Rage 7,TSMC,2003-03-31,0.036,,150,97.0,,8.64,275.0,275.0,0.37110000000000004,0.064,DDR,
RV350,ATI,R300,TSMC,2003-12-03,0.06,,130,76.0,,6.272,324.0,324.0,0.7895,0.128,DDR,
RV350,ATI,R300,TSMC,2003-04-01,0.06,,130,76.0,,10.37,398.0,398.0,0.7895,0.128,DDR,
R300,ATI,R300,TSMC,2003-01-22,0.11,,150,215.0,,19.84,325.0,325.0,0.5116,0.128,DDR,
R350,ATI,R300,TSMC,2003-06-16,0.117,,150,215.0,,21.63,378.0,378.0,0.5442,0.128,DDR,
R350,ATI,R300,TSMC,2003-09-10,0.117,,150,215.0,,9.504,378.0,378.0,0.5442,0.128,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,,130,76.0,,9.504,398.0,398.0,0.7895,0.128,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,,130,76.0,,6.496,324.0,324.0,0.7895,0.064,DDR,
R360,ATI,R300,TSMC,2003-03-01,0.117,,150,218.0,,22.4,380.0,380.0,0.5367000000000001,0.25,DDR2,
R360,ATI,R300,TSMC,2003-10-01,0.117,,150,218.0,,22.02,412.0,412.0,0.5367000000000001,0.25,DDR2,
M10,ATI,R300,TSMC,2003-11-01,0.076,,130,92.0,,6.4,320.0,320.0,0.8261000000000001,0.128,DDR,
M6,ATI,Rage 6,TSMC,2003-01-01,0.03,,180,115.0,,2.304,144.0,144.0,0.26089999999999997,0.016,DDR,
RS250,ATI,Rage 6,,2003-03-01,0.03,,180,97.0,,,183.0,183.0,0.3093,,System Shared,
RC300,ATI,Rage 7,,2003-05-01,0.076,,150,92.0,,,300.0,300.0,0.8261000000000001,,System Shared,
RS300,ATI,Rage 7,,2003-06-23,0.076,,150,92.0,,,300.0,300.0,0.8261000000000001,,System Shared,
RS350,ATI,Rage 7,,2003-06-23,0.076,,150,92.0,,,300.0,300.0,0.8261000000000001,,System Shared,
M9,ATI,Rage 7,UMC,2003-03-01,0.036,,150,81.0,,3.2,250.0,250.0,0.44439999999999996,0.032,DDR,
R200,ATI,Rage 7,TSMC,2003-04-01,0.06,28,150,120.0,,8.0,250.0,250.0,0.5,0.064,DDR,
R200,ATI,Rage 7,TSMC,2003-04-01,0.06,,150,120.0,,8.0,250.0,250.0,0.5,0.064,DDR,
RV280,ATI,Rage 7,UMC,2003-05-01,0.036,28,150,98.0,,6.4,250.0,250.0,0.3673,0.128,DDR,
RV280,ATI,Rage 7,UMC,2003-05-01,0.036,28,150,98.0,,6.4,250.0,250.0,0.3673,0.064,DDR,
RV280,ATI,Rage 7,UMC,2003-05-01,0.036,28,150,98.0,,6.4,250.0,250.0,0.3673,0.128,DDR,
RV280,ATI,Rage 7,UMC,2003-05-01,0.036,28,150,98.0,,5.312,240.0,240.0,0.3673,0.128,DDR,
RV280,ATI,Rage 7,UMC,2003-03-01,0.036,28,150,98.0,,2.656,200.0,200.0,0.3673,0.064,DDR,
RV280,ATI,Rage 7,UMC,2003-03-01,0.036,28,150,98.0,,2.656,200.0,200.0,0.3673,0.064,DDR,
R300,ATI,R300,TSMC,2003-03-01,0.11,12,150,215.0,,17.28,275.0,275.0,0.5116,0.064,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,,130,76.0,,6.4,250.0,250.0,0.7895,0.064,DDR,
RV350,ATI,R300,TSMC,2003-03-01,0.06,,130,76.0,,3.2,250.0,250.0,0.7895,0.064,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,12,130,76.0,,6.048,324.0,324.0,0.7895,0.064,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,18,130,76.0,,9.6,400.0,400.0,0.7895,0.128,DDR,
RV350,ATI,R300,TSMC,2003-10-01,0.06,,130,76.0,,3.2,325.0,325.0,0.7895,0.064,DDR,
R300,ATI,R300,TSMC,2003-10-07,0.11,,150,215.0,,8.64,297.0,297.0,0.5116,0.128,DDR,
RV360,ATI,R300,TSMC,2003-10-01,0.06,22,130,76.0,,9.6,500.0,500.0,0.7895,0.128,DDR,
R350,ATI,R300,TSMC,2003-03-01,0.117,37,150,215.0,,18.56,325.0,325.0,0.5442,0.128,DDR,
R360,ATI,R300,TSMC,2003-10-01,0.117,47,150,218.0,,21.76,380.0,380.0,0.5367000000000001,0.25,DDR,
R350,ATI,R300,TSMC,2003-03-01,0.117,47,150,215.0,,9.6,380.0,380.0,0.5442,0.128,DDR,
R350,ATI,R300,TSMC,2003-03-01,0.117,47,150,215.0,,21.76,380.0,380.0,0.5442,0.128,DDR,
R350,ATI,R300,TSMC,2003-03-01,0.117,,150,215.0,,19.01,378.0,378.0,0.5442,0.128,DDR,
R360,ATI,R300,TSMC,2003-10-01,0.117,60,150,218.0,,23.36,412.0,412.0,0.5367000000000001,0.25,DDR,
R360,ATI,R300,TSMC,2003-10-01,0.117,,150,218.0,,21.63,390.0,390.0,0.5367000000000001,0.128,DDR,
Parhelia-LX,Matrox,Parhelia,UMC,2003-05-10,0.08,,150,130.0,,7.36,230.0,230.0,0.6154,0.064,DDR,
Parhelia-LX,Matrox,Parhelia,UMC,2003-05-10,0.08,,150,130.0,,8.64,190.0,190.0,0.6154,0.128,DDR,
Parhelia-LX,Matrox,Parhelia,UMC,2003-05-10,0.08,,150,130.0,,8.8,275.0,275.0,0.6154,0.128,DDR,
Parhelia-LX,Matrox,Parhelia,UMC,2003-05-10,0.08,,150,130.0,,8.0,250.0,250.0,0.6154,0.128,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2003-01-01,0.08,,150,174.0,,4.0,200.0,200.0,0.4598,0.25,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2003-09-01,0.08,,150,174.0,,4.0,200.0,200.0,0.4598,0.25,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2003-01-01,0.08,,150,174.0,,4.0,200.0,200.0,0.4598,0.25,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2003-01-01,0.08,,150,174.0,,4.0,200.0,200.0,0.4598,0.25,DDR,
Parhelia-512,Matrox,Parhelia,UMC,2003-01-01,0.08,,150,174.0,,4.0,200.0,200.0,0.4598,0.25,DDR,
XG41,XGI,XG4,UMC,2003-09-15,0.09,,130,,,32.0,350.0,350.0,,0.25,DDR2,
XG40,XGI,XG4,UMC,2003-09-15,0.11,,130,,,16.0,350.0,350.0,,0.128,DDR2,
XG42,XGI,XG4,UMC,2003-09-15,0.025,,130,,,6.4,200.0,200.0,,0.128,DDR,
XG42,XGI,XG4,UMC,2003-09-15,0.025,,130,,,6.624,250.0,250.0,,0.128,DDR,
XG41,XGI,XG4,UMC,2003-09-15,0.09,,130,,,10.4,325.0,325.0,,0.25,DDR,
XG41,XGI,XG4,UMC,2003-09-15,0.09,,130,,,12.0,350.0,350.0,,0.25,DDR,
XG40,XGI,XG4,UMC,2003-09-15,0.11,,130,,,10.4,300.0,300.0,,0.25,DDR,
XG40,XGI,XG4,UMC,2003-09-15,0.11,,130,,,12.0,350.0,350.0,,0.25,DDR,
C51,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C61,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C61,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C61,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C61,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C51,NVIDIA,Curie,,2004-10-11,,,90,,,,475.0,475.0,,,System Shared,
C51,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
C61,NVIDIA,Curie,,2004-10-11,,,90,,,,425.0,425.0,,,System Shared,
NV43,NVIDIA,Curie,TSMC,2004-10-11,0.146,,110,154.0,,8.8,300.0,300.0,0.9481,0.128,DDR,
NV44,NVIDIA,Curie,TSMC,2004-10-11,0.075,,110,110.0,,8.8,300.0,300.0,0.6818,0.5,DDR2,
NV43,NVIDIA,Curie,TSMC,2004-10-11,0.146,,110,154.0,,4.256,300.0,300.0,0.9481,0.25,DDR,
NV44,NVIDIA,Curie,TSMC,2004-12-15,0.075,,110,110.0,,2.0,350.0,350.0,0.6818,0.064,DDR,
NV44B,NVIDIA,Curie,TSMC,2004-12-15,0.075,,110,110.0,,4.0,350.0,350.0,0.6818,0.064,DDR,
NV43,NVIDIA,Curie,TSMC,2004-08-12,0.146,,110,154.0,,8.0,300.0,300.0,0.9481,0.25,DDR,
NV43,NVIDIA,Curie,TSMC,2004-08-12,0.146,,110,154.0,,8.0,300.0,300.0,0.9481,0.128,DDR,
NV43,NVIDIA,Curie,TSMC,2004-08-12,0.146,,110,154.0,,16.0,500.0,500.0,0.9481,0.128,GDDR3,
NV43,NVIDIA,Curie,TSMC,2004-11-14,0.146,47,110,154.0,,15.2,500.0,500.0,0.9481,0.128,GDDR3,
NV43,NVIDIA,Curie,TSMC,2004-08-12,0.146,,110,154.0,,17.92,500.0,500.0,0.9481,0.128,GDDR3,
NV43,NVIDIA,Curie,TSMC,2004-11-14,0.146,,110,154.0,,12.8,400.0,400.0,0.9481,0.128,GDDR3,
NV43,NVIDIA,Curie,TSMC,2004-11-14,0.146,,110,154.0,,17.6,525.0,525.0,0.9481,0.128,GDDR3,
NV48,NVIDIA,Curie,TSMC,2004-04-14,0.222,,110,287.0,,22.4,325.0,325.0,0.7735,0.25,DDR,
NV40,NVIDIA,Curie,TSMC,2004-04-14,0.222,,130,287.0,,16.0,350.0,350.0,0.7735,0.128,DDR,
NV40,NVIDIA,Curie,TSMC,2004-04-14,0.222,80,130,287.0,,32.0,350.0,350.0,0.7735,0.25,GDDR3,
NV45,NVIDIA,Curie,TSMC,2004-06-08,0.222,,130,287.0,,32.0,350.0,350.0,0.7735,0.25,GDDR3,
NV45,NVIDIA,Curie,TSMC,2004-04-14,0.222,,130,287.0,,32.0,350.0,350.0,0.7735,0.25,GDDR3,
NV41,NVIDIA,Curie,TSMC,2005-01-16,0.19,,130,225.0,,19.2,325.0,325.0,0.8443999999999999,0.25,DDR,
NV45,NVIDIA,Curie,TSMC,2004-07-26,0.222,81,130,287.0,,35.2,425.0,425.0,0.7735,0.25,GDDR3,
NV40,NVIDIA,Curie,TSMC,2004-04-14,0.222,100,130,287.0,,35.2,400.0,400.0,0.7735,0.25,GDDR3,
NV34B,NVIDIA,Rankine,TSMC,2004-03-17,0.045,,150,91.0,,5.312,270.0,270.0,0.4945,0.064,DDR,
NV34B,NVIDIA,Rankine,TSMC,2004-03-17,0.045,,150,91.0,,6.4,270.0,270.0,0.4945,0.25,DDR,
NV36,NVIDIA,Rankine,TSMC,2004-09-01,0.082,,130,133.0,,3.2,425.0,425.0,0.6165,0.128,DDR,
NV36,NVIDIA,Rankine,TSMC,2004-03-01,0.082,,130,133.0,,3.2,250.0,250.0,0.6165,0.128,DDR,
NV36,NVIDIA,Rankine,TSMC,2004-09-01,0.082,,130,133.0,,6.4,250.0,250.0,0.6165,0.128,DDR,
NV41,NVIDIA,Curie,TSMC,2004-11-08,0.19,45,130,225.0,,35.2,300.0,300.0,0.8443999999999999,0.25,GDDR3,
NV18C,NVIDIA,Celsius,TSMC,2004-02-19,0.029,,150,65.0,,2.656,250.0,250.0,0.4462,0.064,DDR,
NV37,NVIDIA,Rankine,TSMC,2004-02-17,0.045,,150,91.0,,6.4,250.0,250.0,0.4945,0.128,DDR,
NV39,NVIDIA,Rankine,TSMC,2004-02-17,0.082,50,130,125.0,,8.8,425.0,425.0,0.656,0.128,DDR,
NV38,NVIDIA,Rankine,TSMC,2004-02-17,0.135,57,130,207.0,,27.2,475.0,475.0,0.6522,0.25,GDDR3,
NV36B,NVIDIA,Rankine,TSMC,2004-04-01,0.082,,130,133.0,,10.4,425.0,425.0,0.6165,0.128,DDR2,
NV38,NVIDIA,Rankine,TSMC,2004-08-09,0.135,55,130,207.0,,17.6,350.0,350.0,0.6522,0.128,DDR,
NV41,NVIDIA,Curie,TSMC,2004-08-09,0.19,55,130,225.0,,19.2,350.0,350.0,0.8443999999999999,0.128,DDR,
NV37,NVIDIA,Rankine,TSMC,2004-06-28,0.045,21,150,91.0,,3.2,250.0,250.0,0.4945,0.064,DDR2,
NV45,NVIDIA,Curie,TSMC,2004-06-28,0.222,101,130,287.0,,28.8,350.0,350.0,0.7735,0.25,GDDR3,
NV40,NVIDIA,Curie,TSMC,2004-04-01,0.222,142,130,287.0,,32.0,375.0,375.0,0.7735,0.25,GDDR3,
NV41,NVIDIA,Curie,TSMC,2004-04-19,0.19,150,130,225.0,,32.0,425.0,425.0,0.8443999999999999,0.25,GDDR3,
NV43,NVIDIA,Curie,TSMC,2004-08-09,0.146,25,110,154.0,,8.0,300.0,300.0,0.9481,0.128,DDR,
NV34,NVIDIA,Rankine,TSMC,2004-03-17,0.045,,150,124.0,,7.68,270.0,270.0,0.3629,0.128,DDR,
NV35,NVIDIA,Rankine,TSMC,2004-03-17,0.135,,130,207.0,,8.8,275.0,275.0,0.6522,0.128,DDR,
NV36,NVIDIA,Rankine,TSMC,2004-02-25,0.082,,130,133.0,,9.12,295.0,295.0,0.6165,0.128,DDR,
NV43,NVIDIA,Curie,TSMC,2004-08-09,0.146,25,110,154.0,,7.2,300.0,300.0,0.9481,0.128,DDR,
NV34,NVIDIA,Rankine,TSMC,2004-05-25,0.045,13,150,124.0,,8.0,275.0,275.0,0.3629,0.064,DDR,
NV37,NVIDIA,Rankine,TSMC,2004-05-25,0.045,13,150,91.0,,8.0,275.0,275.0,0.4945,0.064,DDR,
NV17,NVIDIA,Celsius,TSMC,2004-07-16,0.029,18,150,65.0,,5.312,220.0,220.0,0.4462,0.064,DDR,
Alviso,Intel,Generation 3.0,Intel,2005-01-01,,,130,,,,333.0,333.0,,,System Shared,
RV280,ATI,Rage 7,UMC,2004-01-26,0.036,,150,98.0,,6.4,250.0,250.0,0.3673,0.128,DDR,
RV280,ATI,Rage 7,UMC,2004-01-26,0.036,,150,98.0,,2.624,250.0,250.0,0.3673,0.128,DDR,
RV360,ATI,R300,TSMC,2004-02-06,0.06,,130,76.0,,10.37,527.0,527.0,0.7895,0.128,DDR,
R430,ATI,R400,TSMC,2004-09-21,0.16,,110,240.0,,15.74,398.0,398.0,0.6667000000000001,0.128,GDDR3,
R420,ATI,R400,TSMC,2004-09-21,0.16,,130,281.0,,32.0,500.0,500.0,0.5694,0.25,GDDR3,
RV370,ATI,R300,TSMC,2004-09-01,0.107,,110,74.0,,3.136,391.0,391.0,1.4,0.128,DDR,
RV380,ATI,R300,TSMC,2004-09-01,0.075,46,130,92.0,,11.2,500.0,500.0,0.8152,0.128,DDR,
RV410,ATI,R400,TSMC,2004-09-01,0.12,,110,156.0,,13.76,425.0,425.0,0.7692,0.128,GDDR3,
R423,ATI,R400,TSMC,2004-05-01,0.16,,130,289.0,,22.4,450.0,450.0,0.5536,0.128,DDR,
R423,ATI,R400,TSMC,2004-12-01,0.16,91,130,289.0,,30.4,493.0,493.0,0.5536,0.25,GDDR3,
R420,ATI,R400,TSMC,2004-08-03,0.16,57,130,281.0,,29.06,491.0,491.0,0.5694,0.25,GDDR3,
M11,ATI,R300,TSMC,2004-08-01,0.076,,130,92.0,,7.2,450.0,450.0,0.8261000000000001,0.128,DDR,
M22,ATI,R300,TSMC,2004-06-01,0.107,,110,74.0,,6.4,350.0,350.0,1.4,0.128,DDR,
M24,ATI,R300,TSMC,2004-06-01,0.075,,130,92.0,,8.0,400.0,400.0,0.8152,0.128,DDR2,
M6,ATI,Rage 6,TSMC,2004-01-01,0.03,,180,115.0,,1.112,144.0,144.0,0.26089999999999997,0.016,DDR,
M10,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,3.04,230.0,230.0,0.8261000000000001,0.128,DDR,
M12,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,3.888,250.0,250.0,0.8261000000000001,0.064,DDR,
M10,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,3.2,300.0,300.0,0.8261000000000001,0.128,DDR,
M10,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,6.4,333.0,333.0,0.8261000000000001,0.128,DDR,
M10,ATI,R300,TSMC,2004-02-13,0.076,,130,92.0,,7.776,337.0,337.0,0.8261000000000001,0.128,DDR,
M11,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,8.8,450.0,450.0,0.8261000000000001,0.064,DDR,
M10,ATI,R300,TSMC,2004-06-01,0.076,,130,92.0,,3.2,250.0,250.0,0.8261000000000001,0.128,DDR,
M18,ATI,R400,TSMC,2004-07-01,0.16,,130,281.0,,19.2,350.0,350.0,0.5694,0.25,DDR,
M24,ATI,R300,TSMC,2004-06-01,0.075,,130,92.0,,8.0,400.0,400.0,0.8152,0.128,DDR,
M24,ATI,R300,TSMC,2004-06-01,0.075,,130,92.0,,8.0,400.0,400.0,0.8152,0.064,DDR,
M28,ATI,R400,TSMC,2004-11-01,0.16,,130,289.0,,25.6,400.0,400.0,0.5536,0.25,GDDR3,
RV100,ATI,Rage 6,TSMC,2004-03-14,0.03,23,180,80.0,,2.928,183.0,183.0,0.375,0.032,DDR,
RV100,ATI,Rage 6,TSMC,2004-03-14,0.03,23,180,80.0,,2.928,183.0,183.0,0.375,0.032,DDR,
RV250,ATI,Rage 7,TSMC,2004-03-14,0.036,28,150,97.0,,8.8,275.0,275.0,0.37110000000000004,0.064,DDR,
RV280,ATI,Rage 7,UMC,2004-03-01,0.036,,150,98.0,,3.2,240.0,240.0,0.3673,0.064,DDR,
RV280,ATI,Rage 7,UMC,2004-03-01,0.036,,150,98.0,,3.2,240.0,240.0,0.3673,0.128,DDR,
R360,ATI,R300,TSMC,2004-03-04,0.117,60,150,218.0,,21.63,378.0,378.0,0.5367000000000001,0.128,DDR,
R360,ATI,R300,TSMC,2004-03-14,0.117,60,150,218.0,,23.36,412.0,412.0,0.5367000000000001,0.25,DDR,
RV370,ATI,R300,TSMC,2004-09-01,0.107,36,110,74.0,,6.4,375.0,375.0,1.4,0.064,DDR,
RV370,ATI,R300,TSMC,2004-09-01,0.107,,110,74.0,,6.4,325.0,325.0,1.4,0.064,DDR,
RV370,ATI,R300,TSMC,2004-09-01,0.107,30,110,74.0,,3.2,325.0,325.0,1.4,0.064,DDR,
